attributes.WiFi,attributes.GoodForKids,attributes.RestaurantsPriceRange2,attributes.RestaurantsTakeOut,stars,attributes.RestaurantsDelivery,categories,business_id,postal_code
free,True,2,True,4.5,True,"Event Planning & Services, Cafes, Food, Caterers, Soup, Bakeries, Desserts, Coffee & Tea, Restaurants, Sandwiches",qfM6Z2kPIRG0k0EAy4XmSw,V5Z 4E1
no,True,2,True,4.0,True,"Restaurants, Pizza",fMgKINxIdIFNekTnbhOD6A,V3V 6A8
free,True,2,True,4.0,True,"Restaurants, Vegan, Juice Bars & Smoothies, Coffee & Tea, Cafes, Food, Gluten-Free, Breakfast & Brunch, Sandwiches, Comfort Food",cKJ2YNQ-fMlJS2eWS_N7jQ,V6C 1T1
no,True,2,True,4.0,False,"Fast Food, Restaurants, Burgers",JDeeRdR4ExCCU2Rdh0RUsw,V5T 3G3
no,True,2,False,4.0,True,"Japanese, Tapas/Small Plates, Ramen, Noodles, Restaurants",3jlW89cDIWtoZQlAKGybMA,V6X 1C3
free,True,1,True,2.5,True,"Breakfast & Brunch, Fast Food, Burgers, Restaurants",-P961fNkJNpTfO4L1DAbSA,V6B 1G1
no,True,2,True,3.0,False,"Restaurants, Canadian (New), Indian",XzhxyBNvQ0HQicsI9cDm6Q,V3W 0H7
free,True,2,True,4.5,True,"Poke, Seafood, Specialty Food, Hawaiian, Food, Gluten-Free, Live/Raw Food, Restaurants",Oy9MJpvvmvueeCF9XQRKXw,V6B 2Z4
no,True,2,True,1.5,True,"Chinese, Restaurants",EZmYeVjUjCDSLHMe8Lwuig,V3B 4P6
no,True,2,True,3.0,True,"Fast Food, American (Traditional), Burgers, Restaurants",wXL4kFgla1HE0BcEjDgvbg,V4K 1W4
free,True,2,True,3.5,True,"Breakfast & Brunch, American (Traditional), Diners, Restaurants",cSKowpeSXQcmzq_pmpW0rw,V6K 2H2
free,True,2,True,2.5,True,"Pizza, Restaurants",__ahErPoF-UTPefQ6PiNHw,V5H 4L7
free,True,1,True,2.5,False,"Food, Fast Food, Sandwiches, Restaurants, Donuts, Bakeries, Coffee & Tea",9IiOJ-XvaxRTbjbj640ssw,V6J 1W6
no,True,1,True,3.5,True,"Chicken Wings, Restaurants, Pizza",hPaUX47peA_vIifNhDxsbA,V4C 6R6
free,True,3,True,3.0,True,"Venues & Event Spaces, Cocktail Bars, Nightlife, Event Planning & Services, Restaurants, Bars, Canadian (New)",hf4T7aZ67pk6e8r4juQbEA,V6E 1A3
no,True,2,True,2.0,True,"Restaurants, Pizza",ZUTGSmetfF896SExgodfBQ,V7G 1L2
no,True,1,True,3.5,False,"Chinese, Noodles, Restaurants",2Cxky-NIGL7DoCSLbzoPuA,V6X 1C3
free,True,1,False,3.0,False,"Restaurants, Ice Cream & Frozen Yogurt, Burgers, Food, Coffee & Tea",voKm9keUgN-_VawOsvC4vw,V7J 3K2
no,True,1,True,4.0,False,"Restaurants, Ethnic Food, Specialty Food, Fast Food, Food, Food Stands, Japanese, Hot Dogs",a7YBnJsJUSg5AnfDM9ZmYg,V6B 2B7
free,True,1,True,4.0,False,"Restaurants, Vietnamese",nyesoK4KyBt-dHN9mz45TA,V3B 0J1
free,False,1,False,3.0,False,"Hostels, Bars, Restaurants, Comfort Food, Nightlife, Hotels & Travel",Px5FKULmnjelatrwPxNlzw,V6Z 1L2
free,True,2,True,4.0,True,"Restaurants, Chinese, Vegetarian, Vegan",D3KdqK5gNLEpdD3t9-yKlg,V5V 3E3
free,True,2,True,4.0,False,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Bakeries",jd0XyZCTzMOwiSrVjCwcpQ,V6K 3E5
no,True,2,True,3.5,True,"Restaurants, Japanese, Sushi Bars",tFDCwxAYAqc1ScraxJHmLQ,V5M 2A1
no,True,2,True,4.5,False,"Chinese, Restaurants",396VyHZmKkygpRrb64XxLA,V5R 5H2
no,True,1,True,4.0,False,"Bakeries, Event Planning & Services, Food, Delis, Shopping, Restaurants, Sandwiches, Caterers",le7PxVPtYAhDb3UOcaGilg,V3C 3G4
free,False,2,True,4.0,True,"American (Traditional), Nightlife, Pubs, Bars, Burgers, Lounges, Canadian (New), Restaurants, Cocktail Bars, Comfort Food",n4y_jKEQLIQeDjHge9uJvw,V6B 1B2
no,True,2,True,3.0,False,"Restaurants, Chinese",DuifNxKBALMuascnl9GMRw,V6X 1S1
no,True,2,True,3.5,False,"Japanese, Restaurants, Sushi Bars",c6GTsZB4KUE8yawBJxr8Xw,V7E 4R7
free,True,2,True,3.5,True,"Canadian (New), American (New), Restaurants, Nightlife, Lounges, Bars",64E5JZbW8pZBWi_DHODXpQ,V5C 6R5
no,True,2,True,3.5,True,"Italian, Restaurants",4WBtUrKNyfuyth71On3ApA,V6J 1M3
free,False,2,True,3.0,True,"Sports Bars, Italian, Bars, Pizza, Nightlife, Restaurants",Yqp6VvqXT-1n1uIog0TiSQ,V6B 3L9
no,False,4,True,4.0,False,"Sushi Bars, Japanese, Restaurants",7_qZrRi_zs2GbnxmEAAVmQ,V6E 1Z8
free,True,1,True,3.5,True,"Food, Bubble Tea, Restaurants, Waffles, Desserts",ROOmUSEIcTfcVNaJtZEchQ,V6X 1R4
no,True,2,True,3.0,True,"Restaurants, Thai",VyHdjx6K9XNfjsh2_2PqFA,V6E 1N2
free,False,2,True,3.0,True,"Restaurants, Cafes",RVPQUgAfhtxxLNAhxxdcwA,V6B 0M3
no,False,4,False,4.0,False,"Restaurants, French, Asian Fusion, Canadian (New), Japanese",zn--EKv9ySO77u_WGSBuGA,V6K 3E6
free,True,2,True,4.0,True,"Cafes, Restaurants, Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Korean",dFzDHiN52S96A9rfp1-PoQ,V6X 1C3
free,True,2,True,4.0,True,"Restaurants, Tapas/Small Plates, Sushi Bars, Japanese",umv8zQBbJ5GgRT0qVHIpCg,V6J 1X6
no,True,2,True,3.0,False,"Mexican, Restaurants",_C6AqSLnXNNCmEEFq7cipA,V6H 3R9
free,False,4,True,4.0,True,"Diners, Cocktail Bars, Nightlife, Arcades, Bars, Seafood, Arts & Entertainment, Restaurants, Steakhouses",LCQNNtLbY7Sa5zQI4nZPfg,V6C 2G3
free,True,3,True,4.0,True,"Nightlife, Cocktail Bars, Bars, Restaurants, Italian, Wine Bars, Burgers",A3wBxA7N6jCGFSww52PtMQ,V7V 1J5
no,False,3,False,4.5,False,"Diners, Canadian (New), Restaurants, Local Flavor",rpJpZOvTPbVmBh2goK1iOA,V6A 1G7
free,False,2,True,3.5,False,"Canadian (New), Asian Fusion, Gastropubs, Restaurants, American (New)",Tty7XQtzwMMIOp9YuWUABg,V6Z 2H1
no,True,1,True,2.5,True,"Restaurants, Caterers, Chicken Wings, Fast Food, Event Planning & Services, American (Traditional), Chicken Shop",JpunXfNYyZJrh2nj7-r69w,V6E 1N2
free,False,2,True,2.5,True,"Arts & Entertainment, Restaurants, Bars, Karaoke, Canadian (New), Tapas Bars, Nightlife, Soup, Jazz & Blues, Music Venues",u38qpve4gq5bxgywP6TwJQ,V6J 1C9
free,False,3,False,3.5,False,"Wine Bars, American (New), Canadian (New), Nightlife, Bars, Restaurants",Ej0KFWJmH3CU1vPVmw_raA,V7R 4K9
free,True,2,True,3.0,True,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",2ll4N1c2xFh5fTNfYQ_igA,V6P 5Y1
free,False,2,True,3.0,False,"Nightlife, Bars, Sandwiches, Pubs, Restaurants",lkJcYffvsqgicIVofORemA,V6A 1E9
free,True,2,True,4.0,False,"Korean, Restaurants",Ui6j_bffSmnOOqBUKOLjCg,V3K
free,True,1,True,3.0,True,"Pizza, Restaurants",IyN8vVGNV7SZ6fulQ7O5LA,V6B 6N7
free,False,2,True,4.0,True,"Food, Coffee & Tea, Cafes, Restaurants",Vbxro_sbR21MXBsoqE_ogQ,V6B 2S2
free,True,1,False,3.5,False,"Food, Cafes, Restaurants, Coffee & Tea",i98mWhRgKY3nqMygZMU0Mw,V7L 2L3
free,False,2,True,3.5,True,"Smokehouse, Gastropubs, Restaurants, Barbeque, Food",K7c5urKrmZ5CZeldngwzig,V6B 2L3
no,True,2,True,3.0,True,"Restaurants, Caribbean",v7910-DAd5gQuRcJTi953A,V5N 4A8
free,True,2,True,3.0,True,"Breakfast & Brunch, Restaurants, Canadian (New), American (New)",xZSks2xfrijtJjly1qiQlg,V6J 1C8
free,True,1,True,2.5,True,"Restaurants, Food, Creperies, Taiwanese, Beer, Wine & Spirits, Asian Fusion",R4Ycmx-tEioL8gSj8WRONw,V6M 2A3
no,True,2,True,3.5,True,"Restaurants, Japanese, Soup, Ramen",lv83wXXru_GkQA7vWfGPLA,V5H 2B3
no,True,2,True,3.5,False,"Restaurants, Japanese, Sushi Bars",ZdGTTzkwTb2bYI5CBQsKVw,V5L 1T9
free,True,2,True,4.0,False,"Food, Coffee & Tea, Lounges, Venues & Event Spaces, Canadian (New), Restaurants, Bars, Caterers, Nightlife, Breakfast & Brunch, Event Planning & Services",BtGVORkfP1EsGcbqHDlUVQ,V5A 4M8
free,True,2,True,3.5,True,"Food, Specialty Food, Bakeries, Gluten-Free, Restaurants",Ru5edzaevZHc5jKVndFphg,V6J 1C8
no,True,1,True,3.5,False,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Sandwiches",WjaMgbBtAVsadAb_Yi98wg,V5T 4G5
no,False,2,True,3.5,False,"Shopping, Shopping Centers, Tapas Bars, Restaurants, Japanese",oiuMkUcxnTdzeUpCNmVzWA,V6B 5C6
no,True,2,True,3.5,False,"Dim Sum, Soup, Restaurants, Chinese, Seafood",WpqUNT2rMONaKvo1Wq8TOw,V6X 4E2
no,True,2,True,3.0,True,"Pizza, Restaurants",LtICaPgdfSTDiehMip9SDA,V6H 2M5
free,True,2,True,3.5,True,"Nightlife, Lounges, American (New), Comfort Food, Canadian (New), Gluten-Free, Sports Bars, Bars, Pubs, Sandwiches, Restaurants",1zIsY_MFfDBY7JUXgVdkYA,V6P 4G2
free,False,2,True,3.5,False,"Modern European, Nightlife, Bars, Restaurants, American (New)",alGiE73WMYVu4BOja2k8Zw,V6H 3H8
no,True,2,True,2.5,True,"Restaurants, Chinese",fIpDetulrWb4ggn0Wj3Q5w,V6H 1H4
free,True,1,True,3.0,True,"Restaurants, Pizza",h3qDy40S3WzmONSX6y1YIQ,V5V 3R1
no,True,2,True,3.0,True,"Pizza, Food, Salad, Restaurants, Food Delivery Services, Chicken Wings",5gSPIESnG99T7o72rMlkjQ,V3H 0E1
free,True,1,True,2.0,True,"Vietnamese, Restaurants, Soup",CmqHkYHrFh7DXGw1XDdz0Q,V6M 2P7
free,True,2,True,3.0,True,"Fast Food, Restaurants, Food, Coffee & Tea",K0_SiojPerHDWYmo-qIFEQ,V7B 1K7
free,True,2,True,4.0,True,"Pizza, Restaurants",NTtQJ4KrcK36Xi4eEvo3hQ,V5T
free,True,2,True,3.0,False,"Cafes, Restaurants, Chinese",QCBnL14_8zIykW-4mcx8rw,V6X 4J8
free,True,2,True,3.0,True,"Sushi Bars, Restaurants, Japanese",HIR6i9GjFr1afuP9z1NL3Q,V5L 1V6
free,True,1,True,3.5,False,"Chinese, Sandwiches, Food, Restaurants, Vietnamese",U9D4M_H7u2RHr_KnaMUR5A,V6X 2C2
free,True,1,True,4.0,True,"Restaurants, Sandwiches, Coffee & Tea, Food, Bagels",FfS4puntZmGp3Emi09wZcw,V6B 1E5
free,True,1,True,3.5,True,"Indian, Restaurants, Caterers, Event Planning & Services",_-Vcuo1RNeb4tT16HyjqbQ,V3M 5X2
no,True,2,True,3.0,True,"Dim Sum, Seafood, Restaurants, Chinese",-h4gHi2IcQ2rlpm8qaiYcA,V3R 5X4
free,False,2,True,3.5,False,"Restaurants, Food, Poutineries, Beer, Wine & Spirits, Mexican, Nightlife, American (Traditional), Bars, Breakfast & Brunch, Burgers, Pubs",rQLp-1tgR1uhPbhJ3mqChw,V6Z 1M4
no,False,2,True,3.5,True,"Restaurants, Barbeque",-MrP6EY3zgXQoMvUD3TAng,V6B 1B2
free,True,2,True,4.5,False,"Cafes, Restaurants, Desserts, Food",lTZr-n0JRl6hlKit3to5pA,V3H 2C2
free,False,1,False,3.0,False,"Pubs, Sports Bars, Diners, Burgers, Comfort Food, Nightlife, Restaurants, Bars, American (Traditional), Sandwiches",9GFCY3QeVkX2fIbOnT0i1g,V6B 1GB
free,False,3,False,4.0,False,"Seafood, Lounges, Restaurants, Nightlife, Steakhouses, Bars",C3u20h3WCXp5Ebkx70unQA,V5G 1C7
free,True,2,True,3.5,False,"Sushi Bars, Japanese, Restaurants",-tyw1RWZdV2wT_OhWDHRGw,V3X 3K1
free,True,2,True,4.5,True,"Japanese, Sushi Bars, Restaurants",4118Aq9LbkvUr4s719uUkA,V5Y 1N9
no,True,1,True,3.5,False,"Restaurants, Vietnamese",8sVcVt39T5LefBZAs_VW5Q,V5H 2A9
no,True,2,True,4.0,True,"Dim Sum, Chinese, Restaurants, Seafood",A0QVHXAE1GclXqofL24F9A,V3M 4K3
no,True,1,True,3.0,True,"Pizza, Restaurants",OB5So5MuiLty-3vdyIGd8w,V6Z 1L4
free,True,2,True,3.0,True,"Restaurants, Korean",3toEKAZPLlAmcSmdF1XZLg,V6X 4J7
no,False,2,True,2.5,True,"Fast Food, Restaurants, American (Traditional), Chicken Wings, Chicken Shop",szU0o1NEyJJrEJPlNOavBQ,V7A 1W6
no,True,1,True,4.0,True,"Food Stands, Japanese, Restaurants, Hot Dogs",0iEFOEQIvk7RFcOo_jkOGA,V6Z 2K6
no,True,2,True,4.0,True,"Chinese, Restaurants, Indian, Hakka, Asian Fusion",afIFneEf68Td1m3QCCzy0g,V5R 5J6
no,True,2,True,3.0,False,"Seafood, Dim Sum, Restaurants, Chinese",ob6znlvSuno1hZ2QCggmIQ,V5M 2E1
no,True,2,True,3.5,True,"Restaurants, South African, African, Portuguese, Chicken Wings, Cafes, American (Traditional)",3sg5p2I11LeuUy6isQvZvQ,V3B 1C5
no,True,1,True,4.5,False,"Sandwiches, Restaurants",oHLb2hTklvXCTSnMFpciog,V6C 2E7
no,True,2,True,3.0,False,"Food, Restaurants, Grocery, Persian/Iranian, Butcher",1GFPKQj3k6HQbVkgULJ0uA,V3B 0C6
free,True,2,True,4.0,False,"Seafood, Cafes, Restaurants, Hong Kong Style Cafe",CAldpZIKFgHurOXyaKOZCw,V5W 2S7
free,True,1,True,3.5,False,"Restaurants, Vietnamese, Noodles",uTTn0fxxGUBkHczNB-hgWA,V7A 1G3
free,True,2,False,3.0,False,"Mongolian, Hot Pot, Restaurants, Chinese",3Q-v4c5JFYFzhAAVjEyhLQ,V6J 1Y1
no,True,2,False,4.0,False,"Japanese, Restaurants, Noodles, Ramen",XZWw32Kq-fWw3NSxLkZDvg,V6G 2L5
no,True,1,True,3.0,True,"Indian, Restaurants",aiJHqrbY_bryhBvGXs4w3g,V5W 2Z5
free,True,2,True,4.0,True,"Restaurants, Vegan, Ice Cream & Frozen Yogurt, Food, Pizza",wCNZOlz1pN3u-BTyQfpT1Q,V6S 0B9
free,False,2,True,4.0,True,"Tapas/Small Plates, Restaurants, Canadian (New)",LOy9EL7UeiKRqdUWUcbtZw,V6A 3A3
no,True,2,True,3.0,False,"Chinese, Dim Sum, Restaurants, Seafood",HHWKyopvWxa23ZeIFkKbvQ,V3B 8A9
no,True,2,True,3.5,True,"Barbeque, Restaurants, Whiskey Bars, Nightlife, Bars",iHHnZb1YEP9vRXOc6-7Nrw,V5L 3X6
free,True,2,True,4.0,True,"Restaurants, Greek, Seafood, Mediterranean",t-3LlsIKHlNLt7uchVnHnA,V3V 5Y5
free,False,3,False,3.5,True,"Beer, Wine & Spirits, Restaurants, Steakhouses, Food, Sandwiches, Seafood, Specialty Food",NRItgoGiQEH1PyAgBmG6dQ,V6Z 1X6
free,True,2,True,3.0,True,"Event Planning & Services, Cafes, Food, Restaurants, Caterers, Food Delivery Services",2QNC6c3cx27_0MQNSX477A,V6M 4H1
free,True,1,True,4.0,True,"Restaurants, Japanese, Sushi Bars",lcI4ogKS7xK5q3HTediEDw,V3C 3G6
no,True,2,True,3.0,True,"Restaurants, Sushi Bars, Japanese",qyVFbtiVCBWdQBeqPVIkrQ,V6M 1Z1
free,True,1,True,4.5,False,"Breakfast & Brunch, Restaurants, Sandwiches, Burgers",muYZ_olcRcxYiQHN9GoGTw,V3H 3R5
no,True,1,True,3.5,False,"Restaurants, Malaysian, Food Stands",2fzT-nnHQ0CM1OmAiBu-7A,V6X 3X2
no,True,2,True,2.5,False,"Food, Pharmacy, Sandwiches, Health & Medical, Florists, Flowers & Gifts, Delis, Shopping, Grocery, Restaurants",CfYScv24-gNuyhRPznk2FA,V6K 1P2
no,True,1,True,3.0,False,"Restaurants, Vietnamese",PHiu65EltuPCnD9Trit0Lw,V7P 1T6
no,True,1,True,4.0,False,"Thai, Restaurants, Vietnamese",0xCmAsoksVvUVjYJLiBwLw,V5C 2J1
free,True,2,True,3.0,False,"Ethnic Food, Asian Fusion, Food, Specialty Food, Restaurants, Chinese",Q4u7W5grwSKZy-suUKhtqw,V6X 2X9
no,False,1,True,2.0,True,"Restaurants, Pizza",mGxzUtidiSprXkdGwk4FgQ,V3W 4E2
free,True,2,True,4.5,False,"Restaurants, American (New), Canadian (New)",drhJnjLFI8wsbvOMaVFDSA,V6H 1G5
free,True,1,True,2.0,True,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",XzHF1Sty1exuMjS2Q9FUBw,V4K 1X6
no,True,2,True,3.5,True,"Restaurants, Chinese",0xUvtmdisE_Ab3yTe54xYw,V5Z 2W5
no,True,2,True,3.0,False,"Chinese, Noodles, Food, Restaurants",xBvGGbP0jYJvS5q9FLpeFA,V5R 5K6
free,True,2,True,3.5,False,"Chinese, Dim Sum, Restaurants",IqszAoy_Ggk7KHzIzoc4YQ,V5P 3W5
free,True,2,True,4.0,False,"Burgers, Breakfast & Brunch, Restaurants, Diners, Tapas/Small Plates",2rME5YVpz8HlUXmEXuR-ew,V6Z 1L4
free,True,2,True,3.5,False,"Food, Mexican, Restaurants, Bakeries",TpihC876T8ziL90F_9jHpw,V3M 6Z6
no,False,2,True,3.5,True,"Restaurants, Thai",Mf4hBmOy2uGv7lmTGBCpRQ,V3H 2C1
free,True,2,True,3.0,True,"Chinese, Breakfast & Brunch, Restaurants, Cafes",_-4KBW-tUcqeyg3MAMWKVg,V7C 4N1
no,True,1,True,4.0,False,"Vietnamese, Restaurants",0NXs-hYO0rZN9cn-KmWwug,V5M 3T8
free,True,1,True,3.0,True,"Burgers, Food, Restaurants, Fast Food, Coffee & Tea",_mhYjhsVD39sEB7gBk7rkw,V5V 3R2
free,True,2,True,4.0,True,"Restaurants, Middle Eastern, Mediterranean",5kpkDee0r3V3qZ9YG6M5jw,V3R 8X8
free,False,2,True,3.5,False,"Nightlife, American (Traditional), Diners, Restaurants, Lounges, Bars",B985G6qPJqLtRfmjzP96XA,V5V 3R3
free,True,3,True,3.5,False,"American (New), Restaurants, French, Nightlife, Canadian (New), Bars",nxTqx7zabD7cWkifv_BNmw,V6C 2R7
no,True,2,True,3.5,False,"Restaurants, Canadian (New), Vietnamese, Chinese",HQg_oeGEC4uurR1C6por_Q,V4C 2K4
no,True,1,True,3.0,False,"Asian Fusion, Cambodian, Vietnamese, Restaurants",Khg_nlobOeWl-heN27NKOg,V5H 1Z5
free,True,2,True,3.5,True,"Restaurants, Food, Pizza",bkC3H-jC9rXHpefW690t3Q,V3H 2C3
free,True,2,True,3.0,False,"Nightlife, American (Traditional), Food, Restaurants, Bars",WDiGEzCsUHGpyS1B4DZcpQ,V6G 1Z4
free,False,1,True,3.5,True,"Food, Restaurants, Coffee & Tea, Cafes",N7C8X7RkWUQ8O9UVKaVCXw,V5V 4G3
free,True,2,True,4.0,True,"Fast Food, Japanese, Restaurants",yCYr3xlR46H8uj1MlA-dMg,V6X 0M5
no,False,2,True,3.5,False,"Canadian (New), Seafood, Beer, Wine & Spirits, Nightlife, Restaurants, Specialty Food, American (New), Food, Italian, Cocktail Bars, Bars",iq34B4GAuhYrb9FS1hI8wA,V6B 1B6
free,True,2,True,4.0,True,"Burgers, Vietnamese, Asian Fusion, Restaurants",RjaMcWoyG_CFh-M61fahxA,V5L 1J5
free,True,2,True,4.5,False,"Coffee & Tea, Sandwiches, Event Planning & Services, British, Caterers, Restaurants, Food",PdMdJOcpytWBB_VrsEn7Lg,V7L 3V6
free,True,1,True,2.5,False,"Fast Food, Restaurants, Burgers",YMp2_eZ14ZKsXK_sWlaIzw,V5E 1E9
free,True,2,True,3.5,True,"Restaurants, Breakfast & Brunch, Burgers, Canadian (New)",tWjcnCAYZfkkQ1C3J_Zctw,V6B 1X4
free,True,1,True,4.0,True,"Restaurants, Pizza",pI9ZtT7OHt5sMJC7MxutFQ,V5N 4A7
no,True,2,True,4.0,False,"American (Traditional), Restaurants, Comfort Food, Bistros",KDpEDnHqRXTeBhNTmvBFiQ,V5T 3G5
no,True,2,True,4.0,True,"Pizza, Restaurants, Specialty Food, Food",_qX2m_QaGhIsZSBJvj9xZg,V3R 1M7
free,True,2,True,3.5,True,"Pizza, Italian, Restaurants",ayrlHCoN9Im4tx8ct3oTSg,V5C 2H5
free,True,2,True,3.5,False,"Restaurants, Italian",IwKjNa3HUAgEpveTac6Wgw,V3M 3N8
no,True,2,True,3.0,True,"Sushi Bars, Japanese, Restaurants",D9Kwi9YpDfL9UNOHvYz1oQ,V5P 3W4
no,True,1,True,3.0,True,"Restaurants, Burgers",BJjibSl3q0ZsuA6mXFQu9w,V6J 1C6
free,True,1,True,2.5,True,"Restaurants, Pizza",RRbZcbdc7siHDsoR4a04jw,V6T 1Z1
no,True,1,True,4.5,False,"Bakeries, Greek, Food, Restaurants, Mediterranean",8TmGTw2yzrZMOW37evnpKw,V6K 2H2
free,True,2,True,3.5,True,"Food, Restaurants, Cafes, Sandwiches, Coffee & Tea, Seafood, Breakfast & Brunch",zT52LsGTubIq2Kq7gTwkkA,V6G 1W5
paid,False,2,True,4.5,True,"Nightlife, Seafood, Bars, Cafes, Restaurants",rbgjXYiutRMsKCOrzkm5aw,V6A 1X5
free,True,2,True,3.0,True,"Mediterranean, Pizza, Gluten-Free, Restaurants, Italian",QJOCnK9VsJTcb9yW6vnjkw,V7B 0B7
free,True,1,True,3.5,False,"Fast Food, Restaurants, Sandwiches, Coffee & Tea, Food, Bakeries",LJb9SIq1zt5W8gsuq4_jOQ,V6M 2A3
no,True,1,True,3.5,True,"Restaurants, Vietnamese, Noodles",2lBy6KC-Kqc88obSWNQt9A,V6B 0J6
free,False,2,True,3.5,True,"Food, Pizza, Italian, Ethnic Food, Specialty Food, Restaurants, Food Delivery Services",5tu4hTdWAVN7sBk5vuWrJA,V6R
no,True,2,True,4.0,True,"Restaurants, Poke, Food, Hawaiian, Japanese",4O8h9qauHe3NZiIdBlTJkQ,V5A 4Y7
no,True,2,True,3.5,True,"Thai, Restaurants",-777fa6pKF-dcIJLoyZ8bw,V7M 2H9
free,True,2,True,5.0,False,"Breakfast & Brunch, Cafes, Do-It-Yourself Food, Canadian (New), Pizza, Grocery, Juice Bars & Smoothies, Sandwiches, Delicatessen, Food, Restaurants, Coffee & Tea, Delis, Salad",kDZTaeUaf78Jd25ktX8a8g,V6Z 2B7
free,True,2,False,3.5,False,"Fitness & Instruction, Vegetarian, Yoga, Specialty Schools, Restaurants, Active Life, Education, Vegan",1Kw6y-zFvOgaaZFzFu9vqg,V6J 1R1
free,True,2,True,3.5,False,"Nightlife, Restaurants, Bars, American (Traditional), Breakfast & Brunch",GPT4uCIk2xlU6dy2CRDFiA,V6J 1W9
free,True,2,True,4.0,False,"Sushi Bars, Japanese, Restaurants",RO8X7qUQHYTsLvImWM1FoQ,V7G 1C3
free,False,2,True,3.5,True,"Internet Cafes, Cafes, Restaurants, Desserts, Waffles, Sandwiches, Food, Bakeries, Coffee Roasteries, Coffee & Tea",0StspvkpQ7ODA114Xdt8nQ,V6V 3C3
free,True,2,True,4.0,True,"Restaurants, Vegan, Lebanese, Mediterranean, Middle Eastern",OHdcby7tM50qyOOcV9nrvA,V5N 4B6
no,True,1,True,3.0,True,"Restaurants, Vietnamese",OiJefJNG37Dy5BJ4uoueQw,V5N 2T6
no,True,2,True,3.5,False,"Noodles, Vietnamese, Restaurants",dd44fHoQmMD1_z7-HX2eLg,V6B 1T1
no,True,2,True,3.5,False,"Chinese, Noodles, Restaurants",YKmwKQoWIeoLyStYrQguYg,V5R 5H6
free,True,2,True,1.5,True,"Food, Restaurants, Food Delivery Services, Italian, Pizza, Chicken Wings",8gRPKHkyNLKhLlND5TFlgA,V6X 1A6
free,False,2,True,3.0,False,"Bars, Tapas/Small Plates, Pubs, Restaurants, Nightlife",VW2-USk-K4t23LmAl7Nu5g,V6B 1B2
no,True,2,True,3.0,False,"Restaurants, Seafood, Fish & Chips",9W7_HUgsrBbjbZQXLkhqpw,V6H 3R9
free,True,2,True,4.0,True,"Barbeque, Sports Bars, Canadian (New), Fast Food, Bars, American (Traditional), Pubs, Nightlife, Restaurants",RahWlZ_q_jtDJ-sEyPDTlg,V6K 2G6
free,True,1,True,2.0,True,"Fast Food, Coffee & Tea, Burgers, Restaurants, Food",npYSm6wvU2WHzQgWgiwARw,V5K 2A6
no,True,2,True,4.0,True,"Japanese, Sushi Bars, Restaurants",QwQCg5hucUKksrONEPsYuA,V3H 5E3
no,False,2,True,4.0,False,"Restaurants, French",IwujNE6nVlstnFFfMzGbKg,V6B 2K8
free,True,1,True,3.0,True,"Bubble Tea, Restaurants, Food, Taiwanese, Chinese",VbpJUj6_Pyq6cM6efmV4TQ,V3M 1G9
free,False,2,True,3.0,False,"Pubs, American (New), Canadian (New), Burgers, Bars, Restaurants, Nightlife",qDSYYMK6MqdsjD6lgAY_SQ,V5C 5C2
free,True,2,True,4.0,True,"Restaurants, Greek, Mediterranean",ZQah3AFmEVyUfqB9C2kOcQ,V3L 3B5
free,True,1,True,3.0,False,"Restaurants, Fast Food, Chicken Wings, Chicken Shop, Breakfast & Brunch",eRyzq3VBttp2WbVOolBtKQ,V5C 3Y6
free,False,2,True,3.0,True,"Restaurants, Mexican",w-WIdtND5jGIiiYoFjhtmg,V6B 1E1
no,True,2,True,4.0,False,"Pizza, Asian Fusion, Restaurants, Italian",AbvEpKZyPBRdXsHvMZz0sw,V5S 4J6
free,False,2,True,4.0,True,"Restaurants, Pubs, Beer, Wine & Spirits, Irish, Food, Irish Pub, Nightlife, Bars",tlrR4EKTI_jDQTO-uUNc7A,V6J 4Z9
no,True,2,True,3.0,False,"Breakfast & Brunch, American (Traditional), Barbeque, Restaurants, Diners",ThXa_yrZagsACaj-GKpt0w,V7P 2V8
free,True,1,True,4.0,False,"Restaurants, Food, Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts",0JO4VP-IFKkSTVHe_BJT9w,V3B 8A9
free,True,2,True,2.5,True,"Japanese, Sushi Bars, Restaurants",9zW209iW3k5Z3_Be9J9YCg,V7C 5V2
no,True,1,True,4.0,False,"Local Flavor, Restaurants, Latin American, Bakeries, Food",_p-tArwFIttOGQ8g7wLr5g,V5R 4G6
no,True,2,True,3.5,True,"Restaurants, Indian",JAXpQenydYNaURorXFZmCw,V5E 3N1
free,True,2,True,3.5,True,"Japanese, Restaurants, Sushi Bars, Ramen",PhfoQ4pEzGA2dDO_w_76AQ,V5H 3P4
no,False,3,False,4.5,False,"Restaurants, French, Brasseries",3r9FUpajfS7Or9CVzUmFlg,V6A 1G3
no,True,2,True,3.0,False,"Sushi Bars, Restaurants, Japanese",G5jF4SJxprxf4rQYkemHtw,V6J 1M4
